id,num_rooms,square_footage,location,proximity_to_bathrooms,floor,num_windows,likeability
d132,1,245,1,3,3,2,1
d134,1,265,1,3,3,2,1
d184,2,195,1,3,3,2,1
d284,2,195,1,3,2,2,1
b111,2,260,2,1,2,3,1
b121,1,260,1,1,2,3,1
